100100361,afi,vq2pa703,vq2pa703,ARCHIVED,170.225.75.142,UNIX,20181015175640,TEST
100100361,afi,vq2ua554,vq2ua554,ARCHIVED,170.225.45.135,UNIX,20181015175640,PRODUCTION
100100361,afi,vq2pa704,vq2pa704,ARCHIVED,170.225.75.143,UNIX,20181015175640,TEST
100100361,afi,pl1pa558,pl1pa558,ARCHIVED,8.19.87.209,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1pa557,pl1pa557,ARCHIVED,8.19.87.208,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1pa547,pl1pa547,ARCHIVED,8.19.87.195,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1pa549,pl1pa549,ARCHIVED,8.19.87.197,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1pa556,pl1pa556,ARCHIVED,8.19.87.207,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1vw384,pl1vw384,ARCHIVED,8.19.87.200,Intel,20181015175640,PRODUCTION
100100361,afi,vq2pa689,vq2pa689,ARCHIVED,170.225.75.132,UNIX,20181015175640,PRODUCTION
100100361,afi,vq2pa702,vq2pa702,ARCHIVED,170.225.75.141,UNIX,20181015175640,PRODUCTION
100100361,afi,vq2vw457,vq2vw457,ARCHIVED,170.225.75.136,Intel,20181015175640,PRODUCTION
100100361,afi,vq2pa690,vq2pa690,ARCHIVED,170.225.75.133,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1pa550,pl1pa550,ARCHIVED,8.19.87.198,UNIX,20181015175640,PRODUCTION
100100361,afi,vq2pa688,vq2pa688,ARCHIVED,170.225.75.131,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1lr185,pl1lr185,ARCHIVED,8.19.87.201,Linux,20181015175640,PRODUCTION
100100361,afi,vq2pa694,vq2pa694,ARCHIVED,170.225.75.138,UNIX,20181015175640,PRODUCTION
100100361,afi,vq2vw474,vq2vw474,ARCHIVED,170.225.75.152,Intel,20181015175640,PRODUCTION
100100361,afi,pl1pa548,pl1pa548,ARCHIVED,8.19.87.196,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1lr191,pl1lr191,ARCHIVED,8.19.87.240,Other,20181015175640,PRODUCTION
100100361,afi,vq2pa693,vq2pa693,ARCHIVED,170.225.75.137,UNIX,20181015175640,PRODUCTION
100100361,afi,vq2vw471,vq2vw471,ARCHIVED,170.225.75.144,Intel,20181015175640,TEST
100100361,afi,vq2vw473,vq2vw473,ARCHIVED,170.225.75.150,Intel,20181015175640,TEST
100100361,afi,vq2vw479,vq2vw479,ARCHIVED,170.225.75.166,Intel,20181015175640,PRODUCTION
100100361,afi,pl1pa568,pl1pa568,ARCHIVED,8.19.87.211,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1pa570,pl1pa570,ARCHIVED,8.19.87.213,UNIX,20181015175640,PRODUCTION
100100361,afi,vq2pa716,vq2pa716,ARCHIVED,170.225.75.162,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1lr189,pl1lr189,ARCHIVED,8.19.87.238,Other,20181015175640,PRODUCTION
100100361,afi,vq2pa711,vq2pa711,ARCHIVED,170.225.75.155,UNIX,20181015175640,TEST
100100361,afi,vq2lr152,vq2lr152,ARCHIVED,170.225.75.186,Other,20181015175640,TEST
100100361,afi,vq2pa691,vq2pa691,ARCHIVED,170.225.75.134,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1pa554,pl1pa554,ARCHIVED,8.19.87.205,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1pa560,pl1pa560,ARCHIVED,8.19.87.222,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1pa562,pl1pa562,ARCHIVED,8.19.87.224,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1pa565,pl1pa565,ARCHIVED,8.19.87.227,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1pa564,pl1pa564,ARCHIVED,8.19.87.226,UNIX,20181015175640,PRODUCTION
100100361,afi,pl1vw388,pl1vw388,ARCHIVED,8.19.87.230,Intel,20181015175640,PRODUCTION
